plant name,Molecule,Canonical SMILES,Formula,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,,Synthetic Accessibility
 annonamuricata,Coclaurine,COc1cc2CCN[C@H](c2cc1O)Cc1ccc(cc1)O,C17H19NO3,285.34,21,12,0.29,3,4,3,85.62,61.72,2.6,2.58,1.83,1.84,2.94,2.36,-3.46,9.91E-02,3.47E-04,Soluble,-3.52,8.53E-02,2.99E-04,Soluble,-4.94,3.25E-03,1.14E-05,Moderately soluble,High,Yes,Yes,No,No,No,Yes,No,-6.21,0,0,0,0,0,0.55,0,0,0,2.78,
 annonamuricata,Argentinine,COc1c(O)cc(c2c1c1ccccc1cc2)CCN(C)C,C19H21NO2,295.38,22,14,0.26,4,3,1,92.25,32.7,3.23,4.34,3.81,3.13,3.92,3.69,-4.61,7.21E-03,2.44E-05,Moderately soluble,-4.74,5.36E-03,1.81E-05,Moderately soluble,-6.21,1.81E-04,6.12E-07,Poorly soluble,High,Yes,No,Yes,Yes,No,Yes,No,-5.02,0,0,0,0,0,0.55,0,1,1,1.86,
 annonamuricata,(S)-Norcorydine,COc1cc2CCN[C@@H]3c2c(c1O)c1c(C3)ccc(c1OC)OC,C19H21NO4,327.37,24,12,0.37,3,5,2,95.57,59.95,3.07,2.58,2.12,1.75,3.55,2.61,-3.67,7.05E-02,2.15E-04,Soluble,-3.49,1.07E-01,3.26E-04,Soluble,-5.62,7.84E-04,2.39E-06,Moderately soluble,High,Yes,Yes,Yes,No,No,Yes,Yes,-6.47,0,0,0,0,0,0.55,0,0,0,3.68,
 annonamuricata,Nornuciferine,COc1cc2CCN[C@H]3c2c(c1OC)c1ccccc1C3,C18H19NO2,281.35,21,12,0.33,2,3,1,87.06,30.49,2.97,2.96,2.41,2.66,4,3,-3.74,5.12E-02,1.82E-04,Soluble,-3.26,1.54E-01,5.46E-04,Soluble,-6.09,2.29E-04,8.13E-07,Poorly soluble,High,Yes,Yes,Yes,No,No,Yes,Yes,-5.91,0,0,0,0,0,0.55,0,0,0,3.35,
 annonamuricata,"(6S,9R)-Roseoside",OC[C@H]1O[C@@H](O[C@@H](/C=C/[C@@]2(O)C(=CC(=O)CC2(C)C)C)C)[C@@H]([C@H]([C@@H]1O)O)O,C19H30O8,386.44,27,0,0.74,5,8,5,96.23,136.68,0,-1.05,-0.58,-1.06,0.44,-0.45,-1.24,2.20E+01,5.70E-02,Very soluble,-1.33,1.80E+01,4.66E-02,Very soluble,-0.03,3.59E+02,9.29E-01,Soluble,Low,No,Yes,No,No,No,No,No,-9.4,0,1,0,1,0,0.55,0,1,1,5.77,
 annonamuricata,(Z)-3-Hexenyl beta-D-glucopyranoside,CC/C=C\CCO[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O,C12H22O6,262.3,18,0,0.83,6,6,4,64.03,99.38,1.92,-0.88,-0.84,-1.02,-0.23,-0.21,-0.52,8.00E+01,3.05E-01,Very soluble,-0.73,4.94E+01,1.88E-01,Very soluble,0.6,1.05E+03,4.02E+00,Soluble,High,No,Yes,No,No,No,No,No,-8.52,0,1,0,0,0,0.55,0,1,0,4.96,
 annonamuricata,(+)-Blumenol A,C[C@H](/C=C/[C@@]1(O)C(=CC(=O)CC1(C)C)C)O,C13H20O3,224.3,16,0,0.62,2,3,2,63.84,57.53,2.28,0.55,1.6,1.14,2.31,1.57,-1.45,8.05E+00,3.59E-02,Very soluble,-1.33,1.05E+01,4.68E-02,Very soluble,-1.71,4.38E+00,1.95E-02,Soluble,High,Yes,No,No,No,No,No,No,-7.28,0,0,0,0,0,0.55,0,1,1,3.92,
 annonamuricata,Citroside A,OC[C@H]1O[C@@H](O[C@]2(C)C[C@@H](O)CC(C2=C=CC(=O)C)(C)C)[C@@H]([C@H]([C@@H]1O)O)O,C19H30O8,386.44,27,0,0.79,4,8,5,95.41,136.68,1.94,-1.62,-0.59,-1.06,0.31,-0.2,-0.95,4.32E+01,1.12E-01,Very soluble,-0.74,7.03E+01,1.82E-01,Very soluble,-0.04,3.50E+02,9.06E-01,Soluble,Low,No,Yes,No,No,No,No,No,-9.81,0,1,0,1,0,0.55,0,1,1,5.91,
 annonamuricata,Neochlorogenic acid,O=C(O[C@@H]1C[C@](O)(C[C@H]([C@@H]1O)O)C(=O)O)/C=C/c1ccc(c(c1)O)O,C16H18O9,354.31,25,6,0.38,5,9,6,83.5,164.75,0.56,-0.42,-0.75,-1.05,-0.61,-0.46,-1.62,8.50E+00,2.40E-02,Very soluble,-2.58,9.42E-01,2.66E-03,Soluble,0.4,8.94E+02,2.52E+00,Soluble,Low,No,No,No,No,No,No,No,-8.76,1,1,1,1,2,0.11,1,2,1,4.16,
 annonamuricata,Turpinionoside A,OC[C@H]1O[C@@H](O[C@H]2C[C@@H](C)[C@](C(C2)(C)C)(O)/C=C/[C@@H](O)C)[C@@H]([C@H]([C@H]1O)O)O,C19H34O8,390.47,27,0,0.89,5,8,6,97.66,139.84,1.23,-0.32,-0.7,-0.85,-0.13,-0.16,-1.73,7.28E+00,1.87E-02,Very soluble,-2.16,2.73E+00,6.99E-03,Soluble,0.65,1.73E+03,4.44E+00,Soluble,Low,No,Yes,No,No,No,No,No,-8.91,1,1,0,1,1,0.55,0,1,1,5.97,
 annonamuricata,Annomuricatin C,OC[C@@H]1NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC(=O)[C@H]2N(C(=O)[C@@H](NC1=O)C)CCC2)Cc1ccccc1)C(C)C,C27H38N6O7,558.63,40,6,0.56,4,7,6,166.08,186.04,2.3,0.44,-4.33,-1.62,-0.33,-0.71,-3.43,2.09E-01,3.74E-04,Soluble,-3.91,6.80E-02,1.22E-04,Soluble,-5.54,1.61E-03,2.88E-06,Moderately soluble,Low,No,Yes,No,No,No,No,No,-9.4,3,4,1,1,2,0.17,0,0,1,5.2,
 annonamuricata,(+)-Sabadelin,CCCCCCCCCCCCCC[C@H]1O[C@H]1CC/C=C\CCCCCCCCCCC1=C[C@@H](OC1=O)C,C35H62O3,530.86,38,0,0.86,27,3,0,167.55,38.83,8.04,13.78,10.95,6.65,12.32,10.35,-10.03,4.95E-08,9.32E-11,Insoluble,-14.67,1.15E-12,2.16E-15,Insoluble,-10.74,9.70E-09,1.83E-11,Insoluble,Low,No,Yes,No,No,No,No,No,0.25,2,4,1,1,2,0.17,0,2,3,6.47,
 annonamuricata,Annonacin A,CCCCCCCCCCCC[C@H]([C@@H]1CC[C@H](O1)[C@H](CCCC[C@H](CCCCC[C@H](CC1=C[C@@H](OC1=O)C)O)O)O)O,C35H64O7,596.88,42,0,0.91,26,7,4,172.67,116.45,6.52,8.42,7.06,3.46,8.88,6.87,-7.13,4.43E-05,7.43E-08,Poorly soluble,-10.73,1.10E-08,1.84E-11,Insoluble,-7.4,2.39E-05,4.00E-08,Poorly soluble,Low,No,No,No,No,No,No,Yes,-3.96,1,4,1,1,2,0.55,0,0,3,7.36,
 annonamuricata,(+)-Donhexocin,CCCCCCCCCCCC[C@@H]([C@@H](CC[C@H]([C@@H](CCCC[C@H](CCCCC[C@H](CC1=C[C@@H](OC1=O)C)O)O)O)O)O)O,C35H66O8,614.89,43,0,0.91,29,8,6,176.03,147.68,6.44,7.42,6.02,2.67,8.62,6.23,-6.41,2.38E-04,3.86E-07,Poorly soluble,-10.35,2.73E-08,4.44E-11,Insoluble,-6.74,1.11E-04,1.81E-07,Poorly soluble,Low,No,No,No,No,No,No,No,-4.78,2,4,2,2,4,0.17,0,0,3,7.44,
 annonamuricata,(+)-Murihexol,CCCCCCCCCCCC[C@H]([C@H](CC[C@H]([C@@H](CCCC[C@H](CCCCC[C@@H](CC1=C[C@@H](OC1=O)C)O)O)O)O)O)O,C35H66O8,614.89,43,0,0.91,29,8,6,176.03,147.68,6.29,7.42,6.02,2.67,8.62,6.2,-6.41,2.38E-04,3.86E-07,Poorly soluble,-10.35,2.73E-08,4.44E-11,Insoluble,-6.74,1.11E-04,1.81E-07,Poorly soluble,Low,No,No,No,No,No,No,No,-4.78,2,4,2,2,4,0.17,0,0,3,7.44,
 annonamuricata,(+)-Muricoreacin,CCCCCCCCCCCC[C@@H]([C@H](CC[C@H]([C@H]1CC[C@@H](O1)C[C@H](C[C@@H](CCC[C@H](CC1=C[C@@H](OC1=O)C)O)O)O)O)O)O,C35H64O9,628.88,44,0,0.91,26,9,6,175,156.91,5.09,6.28,5,1.89,7.37,5.13,-5.98,6.59E-04,1.05E-06,Moderately soluble,-9.36,2.73E-07,4.33E-10,Poorly soluble,-5.49,2.02E-03,3.21E-06,Moderately soluble,Low,No,No,No,No,No,No,No,-5.68,2,3,2,1,5,0.17,0,0,3,7.61,
 annonamuricata,(+)-Murihexocin C,CCCCCCCCCCCC[C@H]([C@H](CC[C@H]([C@H]1CC[C@@H](O1)CCC[C@@H]([C@@H](CC[C@H](CC1=C[C@@H](OC1=O)C)O)O)O)O)O)O,C35H64O9,628.88,44,0,0.91,26,9,6,175,156.91,5.76,6.28,5,1.89,7.37,5.26,-5.98,6.59E-04,1.05E-06,Moderately soluble,-9.36,2.73E-07,4.33E-10,Poorly soluble,-5.49,2.02E-03,3.21E-06,Moderately soluble,Low,No,No,No,No,No,No,No,-5.68,2,3,2,1,5,0.17,0,0,3,7.57,
 annonamuricata,Annomontacin,CCCCCCCCCCCC[C@H]([C@H]1CC[C@@H](O1)[C@@H](CCCCCC[C@H](CCCCC[C@H](CC1=C[C@@H](OC1=O)C)O)O)O)O,C37H68O7,624.93,44,0,0.92,28,7,4,182.29,116.45,7.57,9.5,7.84,3.81,9.74,7.69,-7.85,8.80E-06,1.41E-08,Poorly soluble,-11.85,8.73E-10,1.40E-12,Insoluble,-8.17,4.23E-06,6.76E-09,Poorly soluble,Low,No,No,No,No,No,No,Yes,-3.37,1,4,1,1,3,0.55,0,0,3,7.62,
 annonamuricata,(+)-Annonacin,CCCCCCCCCCCC[C@H]([C@H]1CC[C@@H](O1)[C@@H](CCCC[C@@H](CCCCC[C@H](CC1=C[C@@H](OC1=O)C)O)O)O)O,C35H64O7,596.88,42,0,0.91,26,7,4,172.67,116.45,6.81,8.42,7.06,3.46,8.88,6.93,-7.13,4.43E-05,7.43E-08,Poorly soluble,-10.73,1.10E-08,1.84E-11,Insoluble,-7.4,2.39E-05,4.00E-08,Poorly soluble,Low,No,No,No,No,No,No,Yes,-3.96,1,4,1,1,2,0.55,0,0,3,7.36,
 annonamuricata,(+)-cis-Annomontacin,CCCCCCCCCCCC[C@H]([C@@H]1CC[C@H](O1)[C@H](CCCCCC[C@@H](CCCCC[C@H](CC1=C[C@@H](OC1=O)C)O)O)O)O,C37H68O7,624.93,44,0,0.92,28,7,4,182.29,116.45,7.12,9.5,7.84,3.81,9.74,7.6,-7.85,8.80E-06,1.41E-08,Poorly soluble,-11.85,8.73E-10,1.40E-12,Insoluble,-8.17,4.23E-06,6.76E-09,Poorly soluble,Low,No,No,No,No,No,No,Yes,-3.37,1,4,1,1,3,0.55,0,0,3,7.62,
 annonamuricata,(-)-Annomuricatin B,CC(C[C@@H]1NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H]2N(C(=O)[C@H](NC(=O)CNC1=O)[C@H](O)C)CCC2)Cc1c[nH]c2c1cccc2)C,C35H49N9O9,739.82,53,9,0.54,7,9,9,216.6,274.02,2.4,-0.42,-5.09,-2.98,-0.47,-1.31,-3.83,1.10E-01,1.49E-04,Soluble,-4.87,9.98E-03,1.35E-05,Moderately soluble,-6.87,9.98E-05,1.35E-07,Poorly soluble,Low,No,Yes,No,No,No,No,No,-11.11,3,4,1,1,3,0.17,0,0,1,6.65,
 annonamuricata,Annonacinone,CCCCCCCCCCCC[C@H]([C@H]1CC[C@@H](O1)[C@H](CCCCC(=O)CCCCC[C@H](CC1=C[C@@H](OC1=O)C)O)O)O,C35H62O7,594.86,42,0,0.89,26,7,3,171.71,113.29,6.94,7.91,7.27,3.36,9.2,6.94,-6.8,9.53E-05,1.60E-07,Poorly soluble,-10.14,4.32E-08,7.27E-11,Insoluble,-7.88,7.91E-06,1.33E-08,Poorly soluble,Low,No,Yes,No,No,No,No,Yes,-4.31,1,4,1,1,2,0.55,0,0,3,7.18,
 annonamuricata,(+)-Annopentocin A,CCCCCCCCCCCC[C@H]([C@@H](CC[C@@H]([C@@H]1CC[C@@H](O1)C[C@@H](CCCCC[C@H](CC1=C[C@@H](OC1=O)C)O)O)O)O)O,C35H64O8,612.88,43,0,0.91,26,8,5,173.84,136.68,6.24,7.44,6.03,2.67,8.12,6.1,-6.61,1.50E-04,2.45E-07,Poorly soluble,-10.14,4.42E-08,7.21E-11,Insoluble,-6.45,2.19E-04,3.58E-07,Poorly soluble,Low,No,No,No,No,No,No,Yes,-4.76,1,4,1,2,3,0.55,0,0,3,7.5,
 annonamuricata,(+)-Annopentocin B,CCCCCCCCCCCC[C@@H]([C@H](CC[C@@H]([C@@H]1CC[C@@H](O1)C[C@@H](CCCCC[C@H](CC1=C[C@@H](OC1=O)C)O)O)O)O)O,C35H64O8,612.88,43,0,0.91,26,8,5,173.84,136.68,6.29,7.44,6.03,2.67,8.12,6.11,-6.61,1.50E-04,2.45E-07,Poorly soluble,-10.14,4.42E-08,7.21E-11,Insoluble,-6.45,2.19E-04,3.58E-07,Poorly soluble,Low,No,No,No,No,No,No,Yes,-4.76,1,4,1,2,3,0.55,0,0,3,7.5,
 annonamuricata,(+)-Annopentocin C,CCCCCCCCCCCC[C@@H]([C@@H](CC[C@@H]([C@@H]1CC[C@@H](O1)C[C@@H](CCCCC[C@H](CC1=C[C@@H](OC1=O)C)O)O)O)O)O,C35H64O8,612.88,43,0,0.91,26,8,5,173.84,136.68,6.42,7.44,6.03,2.67,8.12,6.14,-6.61,1.50E-04,2.45E-07,Poorly soluble,-10.14,4.42E-08,7.21E-11,Insoluble,-6.45,2.19E-04,3.58E-07,Poorly soluble,Low,No,No,No,No,No,No,Yes,-4.76,1,4,1,2,3,0.55,0,0,3,7.5,
 annonamuricata,cis-Annonacin,CCCCCCCCCCCC[C@@H]([C@@H]1CC[C@@H](O1)[C@@H](CCCC[C@@H](CCCCC[C@H](CC1=C[C@@H](OC1=O)C)O)O)O)O,C35H64O7,596.88,42,0,0.91,26,7,4,172.67,116.45,6.68,8.42,7.06,3.46,8.88,6.9,-7.13,4.43E-05,7.43E-08,Poorly soluble,-10.73,1.10E-08,1.84E-11,Insoluble,-7.4,2.39E-05,4.00E-08,Poorly soluble,Low,No,No,No,No,No,No,Yes,-3.96,1,4,1,1,2,0.55,0,0,3,7.36,
 annonamuricata,cis-Goniothalamicin,CCCCCCCCCCCCCC[C@@H]([C@@H]1CC[C@@H](O1)[C@@H](CC[C@@H](CCCCC[C@H](CC1=C[C@@H](OC1=O)C)O)O)O)O,C35H64O7,596.88,42,0,0.91,26,7,4,172.67,116.45,6.81,8.78,7.06,3.46,8.88,7,-7.36,2.63E-05,4.41E-08,Poorly soluble,-11.11,4.66E-09,7.80E-12,Insoluble,-7.4,2.39E-05,4.00E-08,Poorly soluble,Low,No,No,No,No,No,No,Yes,-3.71,1,4,1,1,2,0.55,0,0,3,7.36,
 annonamuricata,Cohibin A,CCCCCCCCCCCC/C=C\CC[C@H]([C@@H](CCCCCCCCCCCCC1=C[C@@H](OC1=O)C)O)O,C35H64O4,548.88,39,0,0.86,28,4,2,170.91,66.76,7.62,12.79,9.91,5.8,11.45,9.51,-9.45,1.94E-07,3.53E-10,Poorly soluble,-14.23,3.27E-12,5.95E-15,Insoluble,-9.83,8.06E-08,1.47E-10,Poorly soluble,Low,No,Yes,No,No,No,No,No,-0.57,2,4,1,1,2,0.17,0,1,3,6.6,
 annonamuricata,Cohibin B,CCCCCCCCCCCCCC/C=C\CC[C@H]([C@@H](CCCCCCCCCCC1=C[C@H](OC1=O)C)O)O,C35H64O4,548.88,39,0,0.86,28,4,2,170.91,66.76,7.74,12.79,9.91,5.8,11.45,9.54,-9.45,1.94E-07,3.53E-10,Poorly soluble,-14.23,3.27E-12,5.95E-15,Insoluble,-9.83,8.06E-08,1.47E-10,Poorly soluble,Low,No,Yes,No,No,No,No,No,-0.57,2,4,1,1,2,0.17,0,1,3,6.6,
 annonamuricata,(+)-Diepomuricanin A,CCCCCCCCCCCC[C@H]1O[C@H]1CC[C@H]1O[C@H]1CCCCCCCCCCCCC1=C[C@H](OC1=O)C,C35H62O4,546.86,39,0,0.91,27,4,0,167,51.36,7.92,12.84,10.17,5.9,11.86,9.74,-9.54,1.59E-07,2.90E-10,Poorly soluble,-13.95,6.08E-12,1.11E-14,Insoluble,-10.46,1.90E-08,3.48E-11,Insoluble,Low,No,Yes,No,No,No,No,No,-0.52,2,4,1,1,2,0.17,0,1,3,6.84,
 annonamuricata,Epomusenin A,CCCCCCCCCCCC/C=C\CC[C@@H]1O[C@H]1CCCCCCCCCCCCCCC1=C[C@@H](OC1=O)C,C37H66O3,558.92,40,0,0.86,29,3,0,177.17,38.83,8.51,14.86,11.73,7.01,13.18,11.06,-10.75,9.87E-09,1.77E-11,Insoluble,-15.79,9.13E-14,1.63E-16,Insoluble,-11.51,1.72E-09,3.07E-12,Insoluble,Low,No,Yes,No,No,No,No,No,0.84,2,4,1,1,2,0.17,0,2,3,6.73,
 annonamuricata,epomusenin B,CCCCCCCCCCCCCC/C=C/CC[C@H]1O[C@@H]1CCCCCCCCCCCCC1=C[C@@H](OC1=O)C,C37H66O3,558.92,40,0,0.86,29,3,0,177.17,38.83,8.57,14.86,11.73,7.01,13.18,11.07,-10.75,9.87E-09,1.77E-11,Insoluble,-15.79,9.13E-14,1.63E-16,Insoluble,-11.51,1.72E-09,3.07E-12,Insoluble,Low,No,Yes,No,No,No,No,No,0.84,2,4,1,1,2,0.17,0,2,3,6.73,
 annonamuricata,Epoxymurin B,CCCCCCCCCCCC[C@@H]1O[C@H]1CC/C=C/CCCCCCCCCCCCC1=C[C@@H](OC1=O)C,C35H62O3,530.86,38,0,0.86,27,3,0,167.55,38.83,8.11,13.78,10.95,6.65,12.32,10.36,-10.03,4.95E-08,9.32E-11,Insoluble,-14.67,1.15E-12,2.16E-15,Insoluble,-10.74,9.70E-09,1.83E-11,Insoluble,Low,No,Yes,No,No,No,No,No,0.25,2,4,1,1,2,0.17,0,2,3,6.47,
 annonamuricata,Gigantetrocin A,CCCCCCCCCCCCCC[C@H]([C@@H](CC[C@@H]([C@@H]1CC[C@H](O1)CCCCC[C@H](CC1=C[C@@H](OC1=O)C)O)O)O)O,C35H64O7,596.88,42,0,0.91,26,7,4,172.67,116.45,6.74,8.78,7.06,3.46,8.88,6.98,-7.36,2.63E-05,4.41E-08,Poorly soluble,-11.11,4.66E-09,7.80E-12,Insoluble,-7.4,2.39E-05,4.00E-08,Poorly soluble,Low,No,No,No,No,No,No,Yes,-3.71,1,4,1,1,2,0.55,0,0,3,7.34,
 annonamuricata,Gigantetrocin B,CCCCCCCCCCCCCC[C@H]([C@@H](CC[C@@H]([C@@H]1CC[C@@H](O1)CCCCC[C@H](CC1=C[C@@H](OC1=O)C)O)O)O)O,C35H64O7,596.88,42,0,0.91,26,7,4,172.67,116.45,6.44,8.78,7.06,3.46,8.88,6.92,-7.36,2.63E-05,4.41E-08,Poorly soluble,-11.11,4.66E-09,7.80E-12,Insoluble,-7.4,2.39E-05,4.00E-08,Poorly soluble,Low,No,No,No,No,No,No,Yes,-3.71,1,4,1,1,2,0.55,0,0,3,7.34,
 annonamuricata,Gigantetronenin,CCCCCCCCCCCC/C=C/CC[C@@H]([C@H](CC[C@@H]([C@@H]1CC[C@@H](O1)CCCCC[C@H](CC1=C[C@@H](OC1=O)C)O)O)O)O,C37H66O7,622.92,44,0,0.86,27,7,4,181.81,116.45,7.3,9.12,7.62,3.72,9.56,7.46,-7.67,1.35E-05,2.16E-08,Poorly soluble,-11.46,2.16E-09,3.46E-12,Insoluble,-7.45,2.19E-05,3.52E-08,Poorly soluble,Low,No,No,No,No,No,No,Yes,-3.62,1,4,1,1,3,0.55,0,1,3,7.56,
 annonamuricata,Goniothalamicin,CCCCCCCCCCCCCC[C@H]([C@H]1CC[C@@H](O1)[C@@H](CC[C@@H](CCCCC[C@H](CC1=C[C@H](OC1=O)C)O)O)O)O,C35H64O7,596.88,42,0,0.91,26,7,4,172.67,116.45,6.89,8.78,7.06,3.46,8.88,7.01,-7.36,2.63E-05,4.41E-08,Poorly soluble,-11.11,4.66E-09,7.80E-12,Insoluble,-7.4,2.39E-05,4.00E-08,Poorly soluble,Low,No,No,No,No,No,No,Yes,-3.71,1,4,1,1,2,0.55,0,0,3,7.36,
 annonamuricata,Isoannonacin,CCCCCCCCCCCC[C@H]([C@H]1CC[C@@H](O1)[C@H](CCCC[C@@H](CCCCC[C@@H]1OC(=O)[C@H](C1)CC(=O)C)O)O)O,C35H64O7,596.88,42,0,0.94,26,7,3,172.19,113.29,6.71,8.08,7.35,3.46,9.21,6.96,-6.92,7.26E-05,1.22E-07,Poorly soluble,-10.31,2.89E-08,4.84E-11,Insoluble,-7.89,7.65E-06,1.28E-08,Poorly soluble,Low,No,No,No,No,No,No,Yes,-4.2,1,4,1,1,2,0.55,0,0,3,6.71,
 annonamuricata,Isoannonacin-10-one,CCCCCCCCCCCC[C@@H]([C@H]1CC[C@@H](O1)[C@H](CCCCC(=O)CCCCC[C@H]1OC(=O)[C@@H](C1)CC(=O)C)O)O,C35H62O7,594.86,42,0,0.91,26,7,2,171.22,110.13,6.58,7.57,7.56,3.36,9.54,6.92,-6.58,1.56E-04,2.62E-07,Poorly soluble,-9.72,1.14E-07,1.91E-10,Poorly soluble,-8.37,2.54E-06,4.27E-09,Poorly soluble,Low,No,Yes,No,No,No,No,Yes,-4.55,1,4,1,1,2,0.55,0,0,3,6.53,
 annonamuricata,Javoricin,CCCCCCCCCCCC[C@H]([C@H]1CC[C@@H](O1)[C@@H](CC[C@@H](CCCCCCC[C@H](CC1=C[C@@H](OC1=O)C)O)O)O)O,C35H64O7,596.88,42,0,0.91,26,7,4,172.67,116.45,6.83,8.78,7.06,3.46,8.88,7,-7.36,2.63E-05,4.41E-08,Poorly soluble,-11.11,4.66E-09,7.80E-12,Insoluble,-7.4,2.39E-05,4.00E-08,Poorly soluble,Low,No,No,No,No,No,No,Yes,-3.71,1,4,1,1,2,0.55,0,0,3,7.36,
 annonamuricata,(+)-Longifolicin,CCCCCCCCCCCCCC[C@H]([C@H]1CC[C@@H](O1)[C@@H](CC[C@@H](CCCCCCCC1=C[C@@H](OC1=O)C)O)O)O,C35H64O6,580.88,41,0,0.91,26,6,3,171.51,96.22,7.55,10.31,8.09,4.26,9.63,7.97,-8.22,3.49E-06,6.02E-09,Poorly soluble,-12.27,3.12E-10,5.36E-13,Insoluble,-8.35,2.59E-06,4.47E-09,Poorly soluble,Low,No,Yes,No,No,No,No,No,-2.52,2,4,1,1,2,0.17,0,0,3,7.13,
 annonamuricata,Methyl nicotinate,COC(=O)c1cccnc1,C7H7NO2,137.14,10,6,0.14,2,3,0,35.52,39.19,1.61,0.83,0.87,0.33,1.19,0.96,-1.53,4.09E+00,2.98E-02,Very soluble,-1.24,7.97E+00,5.81E-02,Very soluble,-2.07,1.16E+00,8.49E-03,Soluble,High,Yes,No,No,No,No,No,No,-6.55,0,3,0,0,1,0.55,0,0,1,1.16,
 annonamuricata,Montecristin,CCCCCCCCCCCC/C=C\CC/C=C\CC[C@H]([C@@H](CCCCCCCCCCC1=C[C@@H](OC1=O)C)O)O,C37H66O4,574.92,41,0,0.81,29,4,2,180.05,66.76,1.61,0.83,10.46,0.33,1.19,0.96,-1.53,4.09E+00,2.98E-02,Very soluble,-1.24,7.97E+00,5.81E-02,Very soluble,-2.07,1.16E+00,8.49E-03,Soluble,High,Yes,No,No,No,No,No,No,-6.55,0,3,0,0,1,0.55,0,0,1,1.16,
 annonamuricata,Muricatalin,CCCCCCCCCCCCCC[C@H]([C@H](C[C@H]([C@H]([C@H]1CC[C@H](O1)CCCCC[C@H](CC1=C[C@@H](OC1=O)C)O)O)O)O)O,C35H64O8,612.88,43,0,0.91,26,8,5,173.84,136.68,6.34,7.81,6.03,2.67,8.12,6.19,-6.84,8.77E-05,1.43E-07,Poorly soluble,-10.53,1.83E-08,2.98E-11,Insoluble,-6.45,2.19E-04,3.58E-07,Poorly soluble,Low,No,No,No,No,No,No,Yes,-4.49,1,4,1,2,3,0.55,0,0,3,7.5,
 annonamuricata,Muricatetrocin A,CCCCCCCCCCCC[C@@H]([C@H](CC[C@@H]([C@@H]1CC[C@@H](O1)CCCCCCC[C@H](CC1=C[C@@H](OC1=O)C)O)O)O)O,C35H64O7,596.88,42,0,0.91,26,7,4,172.67,116.45,6.91,8.78,7.06,3.46,8.88,7.02,-7.36,2.63E-05,4.41E-08,Poorly soluble,-11.11,4.66E-09,7.80E-12,Insoluble,-7.4,2.39E-05,4.00E-08,Poorly soluble,Low,No,No,No,No,No,No,Yes,-3.71,1,4,1,1,2,0.55,0,0,3,7.34,
 annonamuricata,Muricatetrocin B,CCCCCCCCCCCC[C@@H]([C@H](CC[C@@H]([C@@H]1CC[C@@H](O1)CCCCCCC[C@H](CC1=C[C@@H](OC1=O)C)O)O)O)O,C35H64O7,596.88,42,0,0.91,26,7,4,172.67,116.45,6.91,8.78,7.06,3.46,8.88,7.02,-7.36,2.63E-05,4.41E-08,Poorly soluble,-11.11,4.66E-09,7.80E-12,Insoluble,-7.4,2.39E-05,4.00E-08,Poorly soluble,Low,No,No,No,No,No,No,Yes,-3.71,1,4,1,1,2,0.55,0,0,3,7.34,
 annonamuricata,Muricatin A(Annona),CCCCCCCCC[C@H](CCCC[C@H]([C@H](CC[C@H]([C@@H]1CC[C@@H](O1)CCCCC[C@@H](CC1=C[C@H](OC1=O)C)O)O)O)O)O,C35H64O8,612.88,43,0,0.91,26,8,5,173.84,136.68,6.58,6.89,6.03,2.67,8.12,6.06,-6.26,3.33E-04,5.44E-07,Poorly soluble,-9.57,1.64E-07,2.68E-10,Poorly soluble,-6.45,2.19E-04,3.58E-07,Poorly soluble,Low,No,No,No,No,No,No,Yes,-5.15,1,4,1,2,3,0.55,0,0,3,7.46,
 annonamuricata,(-)-Muricatin B(Annona),CCCCCCCCCCCCC[C@@H]([C@H]([C@H](CC[C@H]([C@@H]1CC[C@H](O1)CCCCC[C@@H](CC1=C[C@@H](OC1=O)C)O)O)O)O)O,C35H64O8,612.88,43,0,0.91,26,8,5,173.84,136.68,6.08,7.62,6.03,2.67,8.12,6.1,-6.72,1.16E-04,1.89E-07,Poorly soluble,-10.33,2.87E-08,4.69E-11,Insoluble,-6.45,2.19E-04,3.58E-07,Poorly soluble,Low,No,No,No,No,No,No,Yes,-4.63,1,4,1,2,3,0.55,0,0,3,7.49,
